Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-08-24 08:00:00,EL252,911181,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-24 16:00:00,2023-08-24 12:30:00,,Phone,EE-MANOUT,2023-08-24 08:03:00,CL,"E&EM Rodriguez taking machine OOS for PM WO7498944 Completed pm. RTS @ 1230
Created: 08/24/2023 12:31
Rodriguez, Miguel J (1268801) ",957
2023-08-24 08:15:00,EL251,911185,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-24 17:00:00,2023-08-24 12:40:00,,Phone,EE-MANOUT,2023-08-24 08:15:00,CL,"E&EM Hepburn and E&EH Germain arrive at 7:35hrs to perform Bimonthly PM 
WO7498942 OOS 0815 E&EM Hepburn complete PM test run RTS 1240 ",958
2023-08-24 08:20:00,EL165,911187,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-24 17:00:00,2023-08-24 11:30:00,,Phone,EE-MANOUT,2023-08-24 08:23:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Patterson and Connell with TEA Bond arrived at 08:00 to perform bi monthly PM


E&EM Patterson and Connell with TEA Bond are taking machine out of service at 08:20 for bi monthly PM.  WO#7498929 E&EM Patterson and Connell with TEA Bond completed bi monthly PM. RTS @11:30hrs. ",902
2023-08-25 15:25:00,EL366,911672,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,VAN,Closed,,REPAIR,Repair,2023-08-26 00:00:00,2023-08-25 20:00:00,,Phone,EE-MANOUT,2023-08-25 15:25:00,CL,,961
2023-08-26 07:30:00,EL174,911902,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,EWC,Closed,,WEATHRELATED,Weather Related,2023-08-26 16:00:00,2023-08-26 09:50:00,,Phone,EE-MANOUT,2023-08-26 08:37:00,CL,,909
2023-08-29 07:55:00,EL152,912875,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-29 17:00:00,2023-08-29 13:18:00,,Phone,EE-MANOUT,2023-08-29 08:07:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Loaiza and E&EH Crawford arrived @0740 for Bi-Monthly PM. OOS @0755hrs.  WO#7498941 (email) E&em loaiza and e&eh Crawford while conducting maintenance found brake shafts for both brake pads are missing cotter pins. Informed ms1 Benzinger. Sending e&eh Crawford for parts at Dyckman


 E&EM’s Loaiza & e&eh Crawford installed 4 cotter pins on the brake shafts. Completed pm. Found elevator runs with lower landing hatch door open. Found released roller are worn out. Notify ms1 Allen about car running with hatch door open. Instructed to loos /loto signs posted for 8/31/23.  Note. Notify personnel at the ""oil house"" about elevator staying out of service. Personnel indicated they are only open during 6-2 Monday to Friday
Created: 08/29/2023 13:18
Loaiza, Andres (1261161) ",918
2023-08-29 08:45:00,EL173,912879,ELE: EL173 - 905 - EAST 180 ST / INSP SHOP - 3 LANDINGS,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-29 17:00:00,2023-08-29 12:15:00,,Phone,EE-MANOUT,2023-08-29 08:48:00,CL,"***This elevator is out of service for preventive maintenance***



E&EMs Connell/D'Oyley arrived @08:10hrs. and taking unit OOS @08:45hrs. for Bi=monthly PM. WO#7498930 E&EMs Connell/D'Oyley completed Bi-monthly PM. RTS @12:15 ",905
2023-08-29 13:19:00,EL152,912942,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-09-02 14:00:00,2023-09-01 12:30:00,,Phone,EE-MANOUT,2023-08-29 13:28:00,CL,,918
2023-08-29 14:26:00,EL252,912968,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,FR,Closed,,UNDERINVESTG,Under Investigation,2023-08-31 05:00:00,2023-08-30 08:50:00,,Phone,EE-MANOUT,2023-08-29 14:27:00,CL,,957
2023-08-30 08:10:00,EL367,913292,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-08-30 14:00:00,2023-08-30 12:00:00,,Phone,EE-MANOUT,2023-08-30 08:11:00,CL,,955
2023-08-30 10:05:00,EL164,913339,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-30 17:00:00,2023-08-30 11:30:00,,Phone,EE-MANOUT,2023-08-30 10:25:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Morales and Connell arrived at EL164 at 10:00 to perform a Bi- Monthly PM. Taking EL164 O.O.S for Maintenance at 10:05.
 E&EM Morales/Connell complete PM test run RTS 1130 ",909
2023-08-30 10:50:00,EL174,913363,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-30 16:00:00,2023-08-30 12:45:00,,Phone,EE-MANOUT,2023-08-30 10:51:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO7498931 OOS @1050 hrs.


E&EM Encarnacion, E&EH Mata and TEA Bond arrived at EL174 at 10:35am for bimonthly maintenance. E&EM Encarnacion, E&EH Mata and TEA Bond completed bimonthly maintenance. RTS @12:45hrs. ",909
2023-08-30 15:45:00,EL151,913462,ELE: EL151 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,ENT,Closed,,REPAIR,Repair,2023-08-31 00:00:00,2023-08-30 19:00:00,,Phone,EE-MANOUT,2023-08-30 15:49:00,CL,,918
2023-08-31 08:45:00,EL174,913747,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-31 17:00:00,2023-08-31 11:50:00,,Phone,EE-MANOUT,2023-08-31 08:49:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Encarnacion and E&EH Mata arrived at 8:30am to complete bimonthly maintenance. OOS @08:45hrs.  WO#7498931 E&EM Encarnacion and E&EH Mata completed bimonthly maintenance. RTS @11:50 ",909
2023-09-01 05:38:00,EL366,914178,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,This elevator is reported out of service as per MSII Ayriev,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-09-01 14:00:00,2023-09-01 08:00:00,,Phone,EE-MANOUT,2023-09-01 05:41:00,CL,,961
2023-09-02 08:23:00,EL400,914460,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,This shut down is under investigation due to LIFTNET event: DOOR CLOSING / TOP DOOR LOCK FAILURE,VAN,Closed,DOOR CLOSING / TOP DOOR LOCK FAILURE,REPAIR,Repair,2023-09-02 17:00:00,2023-09-02 10:30:00,ST230902.txt - 874,External Monitoring System,EE-LNOUT,2023-09-02 08:35:00,CL,,904
2023-09-04 06:32:00,EL251,914904,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by MS1 Schnaider # 818023,BRP,Closed,,REPAIR,Repair,2023-09-04 15:00:00,2023-09-04 08:40:00,,Phone,EE-MANOUT,2023-09-04 06:32:00,CL,,958
2023-09-05 01:51:00,EL251,915260,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,"This escalator was reported out of service by: MS1 Karim, MD via email.",BRP,Closed,,REPAIR,Repair,2023-09-05 12:00:00,2023-09-05 10:00:00,,Phone,EE-MANOUT,2023-09-05 01:56:00,CL,,958
2023-09-05 07:25:00,EL362,915335,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for Bi Monthly Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-05 15:00:00,2023-09-05 12:40:00,,Phone,EE-MANOUT,2023-09-05 07:25:00,CL,"Wo#7751162
E&EM Grabovsky& Lyakhovetskiy arrived at elevator 362 at 7.15.Here for bimonthly P.M.O.O.S.7.25
 Bimonthly PM completed.BIS 12.40
Created: 09/05/2023 12:42
Roman Grabovsky (1092924) ",912
2023-09-05 09:25:00,EL163,915384,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,This elevator is out of service for Bi Monthly Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-05 19:00:00,2023-09-05 12:00:00,,Phone,EE-MANOUT,2023-09-05 09:25:00,CL,"Wo#7751158
E&EM Connell and E&EH Villegas arrived at EL163 @ 0730 for bi-monthly maintenance. Taken out of service at 9:25. E&EM Connell and E&EH Villegas completed bi-monthly maintenance. RTS @12:00 ",906
2023-09-05 13:00:00,EL251,915459,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by EMD MS1 Grishko,BRP,Closed,,REPAIR,Repair,2023-09-07 22:00:00,2023-09-06 04:30:00,,Phone,EE-MANOUT,2023-09-05 13:07:00,CL,,958
2023-09-06 07:30:00,EL361,915831,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,*** This elevator is out of service due to Non-Revenue Hydraulic Elevator Bimonthly Maintenance ***,PM,Closed,,MAINTENANCE,Maintenance,2023-09-06 15:00:00,2023-09-06 12:15:00,,Phone,EE-MANOUT,2023-09-06 07:36:00,CL,"E&EM Grabovsky and E&EM Lyakhovetskiy arrived at elevator 361 at 7.25 for Bimonthly PM. taking machine OOS at 07:30
WO#7751161 E&EM Grabovsky and E&EM Lyakhovetskiy completed Bimonthly PM. RTS @12:15 ",912
2023-09-06 12:40:00,EL252,915942,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator outage reported by MS2 Arteni #024239,VAN,Closed,,REPAIR,Repair,2023-09-06 21:00:00,2023-09-06 15:40:00,,Phone,EE-MANOUT,2023-09-06 12:42:00,CL,,957
2023-09-06 15:40:00,EL350,916008,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,This Elevator is out of service for correcting defects: Oil leak from Vitaulic Coupling,BRP,Closed,,REPAIR,Repair,2023-09-15 23:00:00,2023-09-14 13:10:00,,Phone,EE-MANOUT,2023-09-06 15:42:00,CL,"Investigated and found leak is coming from victaulic coupling on high pressure line from valve body,closed main valve in motor room,cleared oil spill and applied pig mats,victaulic coupling needs to be replaced and about two buckets oil to be replenished. Elevator is dual pistons with no lock-off valve in pit,informed MS1 Fischetti,LOTO and LOOS for further repairs,signs posted for 09/09/23. Pictures attached. WO#7866650


Installed new coupling, opened valve and checked for leaks-found OK. Test run machine, found car overshoot and air in the system . After bleeding air steel overshoot. Need further troubleshooting. LOOS. LOTO. Notified MS1 Kytaychyk.
Created: 09/07/2023 12:43
Lazariev, Eduard (1265540) 

	
Created: 09/06/2023 16:36
Khan, Haseem (1215957)
Pick Ticket#23029 was created for 2"" Victaulic Coupling	
Created: 09/06/2023 20:51
Fischetti, Salvatore (1215937)
E&EM's Lazariev,Grabovskiy,Lyakhovetskiy arrived at elevator 350 for replace victaulic coupling at 07:45 hours.	
Created: 09/07/2023 08:14
Lazariev, Eduard (1265540)
Removed damaged coupling .Installing new .	
Created: 09/07/2023 10:49
Roman Grabovsky (1092924)
Installed new coupling, opened valve and checked for leaks-found OK. Test run machine, found car overshoot and air in the system . After bleeding air steel overshoot. Need further troubleshooting. LOOS. LOTO. Notified MS1 Kytaychyk.	
Created: 09/07/2023 12:43
Lazariev, Eduard (1265540)
Email for CCR assistance was sent.	
Created: 09/10/2023 10:15
Kytaychyk, Feliks (1238998)
2-10 has lack of manpower to troubleshoot.	
Created: 09/10/2023 14:22
Wang, Biao (1242810)
E&EMs Rybakov and Konovalov arrived at 8:55 ""car overshoot"" troubleshooting.	
Created: 09/11/2023 10:16
Konovalov, Sergei (1256536) 

W/O#7866650

Upon arrival found car gets overshooting only in Up direction at both (middle & top) landings. Opened the cover of selector tape unit, observed visually micro switches responding for Up slowdown signals to PLC, didn't find any suspicious. Initiated manually Up slowdown transition by Output#8 (slot5)-""valv3"" disconnecting, got proper Up slowdown moving. In a process next troubleshooting. WO#7866650


To make sure that Up slowdown and Down slowdown signals are indicated on the PLC-modules, moving the car on inspection and normal modes. Found on Slot#2 input #5(UPSTP) and input #6(DNSTP) appeared as designed when corresponding tape plastic cams activated the selector unit micro switches. Insufficient time to complete troubleshooting. Due to controller CPU was modified needed specialist to check controller logic. Notified ms1 Ilia. LOOS for future troubleshooting. LOTO. Signs posted to 09/13/23. W/O#7866650 - E&EMs Rybakov and Konovalov arrived at 8:48 to continue troubleshooting.

    W/O#7866650

Upon arrival before we started our selector unit switches and PLC-inputs signals investigating, we replaced for new relays all relays which had marks from oil leaking since victaulic coupling was damaged. Also checked and tightened all wires connections on relays, PLC, terminal bar. After tested elevator running, the problem still exists. In a process of selector unit switches checking. W/O#7866650
Turned off main line and check one by one all micro switches operations with electrical meter on the selector unit, nothing suspicious found, all switchable using contacts provide good continuity. Also for test reason replaced for new cams three plastic cams on selector tape that using for Up slowdown transition at middle landing. Got no effect, the Up slowdown-problem still exists. Need to be checked whole inputs sequence coming to PLC-modules (logic control). We don't have this sequence description. Notified ms1 Sergheiciuc. LOOS for future troubleshooting. LOTO. Signs posted to 09/15/23.
 W/O#7866650:  E&EMs Gassan and Konovalov arrived at 8:55 to continue troubleshooting. (E&EM Gassan) W/O#7866650

Upon arrival did double check wiring and voltage measurements to make sure that Slot2-PLC module gets on input#5 ( Up s",913
2023-09-07 08:20:00,EL360,916382,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator outage reported by Supt. Curtis #192032,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-09-07 17:00:00,2023-09-07 09:25:00,,Phone,EE-MANOUT,2023-09-07 08:23:00,CL,,912
2023-09-07 08:49:00,EL153,916392,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-07 17:00:00,2023-09-07 12:05:00,,Phone,EE-MANOUT,2023-09-07 08:49:00,CL,"WO # 7751168
E&EM Connell and E&EH Villegas arrived at EL153 at 0750 for bimonthly pm. OOS @ 08:49. Upon arrival found machine with encoder fault on inverter unit. Reset unit. Elevator now running ok. Motor room lights need replacement. Ladder with minimum height of 15 ft required for access to ballast. Bimonthly pm complete. RTS 1205 ",918
2023-09-07 14:21:00,EL400,916551,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,This Elevator is out of service due to LIFTNET event:  Intermediate Door Lock Clipped ,BRP,Closed,Intermediate Door Lock Clipped,REPAIR,Repair,2023-09-07 23:00:00,2023-09-07 18:30:00,ST230907.txt - 3031,External Monitoring System,EE-LNOUT,2023-09-07 14:35:00,CL,,904
2023-09-11 11:26:00,EL251,917699,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by MS1 Panetta # 676024,BRP,Closed,,REPAIR,Repair,2023-09-12 15:00:00,2023-09-12 03:10:00,,Phone,EE-MANOUT,2023-09-11 11:37:00,CL,MS1 Panetta # 676024 report elevator is not responding to calls. ,958
2023-09-12 07:30:00,EL365,918106,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-12 15:00:00,2023-09-12 12:15:00,,Phone,EE-MANOUT,2023-09-12 07:38:00,CL,"E&EM Grabovsky and E&EM Lyakhovetskiy arrived at elevator 365 at 7.30 for Bimonthly PM.Elevator is O.O.S.07.30. WO # 7751163
Bimonthly PM completed BIS at 12.15.
 ",894
2023-09-12 08:00:00,EL150,918122,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-12 15:00:00,2023-09-12 11:45:00,,Phone,EE-MANOUT,2023-09-12 08:06:00,CL,"WO # 7751167
E&EM Gonzalez and TEA  Villages arrived at 735 here for bi monthly maintenance. OOS @ 08:00.
 Completed bi monthly PM  BIS @11:45PM
Created: 09/12/2023 11:47
Gonzalez, Rafael (1262341) ",918
2023-09-12 11:15:00,EL162,918327,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,This elevator is out of service as reported by SS1 Khan,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-09-12 22:00:00,2023-09-12 13:25:00,,Phone,EE-MANOUT,2023-09-12 11:21:00,CL,,905
2023-09-12 11:55:00,EL352,918334,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,This elevator is out of service as reported by MS1 Thomas # 887089,BRP,Closed,,REPAIR,Repair,2023-09-12 20:00:00,2023-09-12 18:30:00,,Phone,EE-MANOUT,2023-09-12 11:56:00,CL,MS1 Thomas # 887089 report elevator is OOS at the basement landing and the door gate is unable to open or close. ,704
2023-09-12 14:48:00,EL367,918375,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR," This elevator was reported out of service by; MSI Damly 200391
ELE: EL367 - 955 - COZINE IRONSHOP - ",BRP,Closed,,REPAIR,Repair,2023-09-13 15:00:00,2023-09-13 12:30:00,,Phone,EE-MANOUT,2023-09-12 14:50:00,CL,,955
2023-09-13 07:20:00,EL354,918712,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-13 15:00:00,2023-09-13 12:30:00,,Phone,EE-MANOUT,2023-09-13 07:27:00,CL,"WO # 7751170
E&EM Grabovsky and E&EM Lyakhovetskiy arrived at elevator 354 for bimonthly PM at 7.20.  OOS at 7.20.
 Complete by monthly PM. B.I.S. At12.30.
Created: 09/13/2023 12:15
Roman Grabovsky (1092924) ",912
2023-09-13 23:30:00,EL459,919022,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",This elevator is out of service for Bi-Monthly PM,PM,Closed,,MAINTENANCE,Maintenance,2023-09-14 07:00:00,2023-09-14 04:30:00,,Phone,EE-MANOUT,2023-09-13 23:32:00,CL,"WO7751166    EAM OUT919022
9/13/23 2330hrs {Jackson,R}E&EM Hunte and E&EH Foday taking unit OOS for Bi-Monthly PM Bimonthly PM complete, test ran and monitor operation. BIS 0430 ",904
2023-09-14 07:20:00,EL355,919302,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-14 16:00:00,2023-09-14 12:30:00,,Phone,EE-MANOUT,2023-09-14 07:24:00,CL,"WO # 7751171
E&EM Grabovsky and Lyakhovetskiy arrived at elevator 355 at 7.20 for Bimonthly PM. O.O.S. @ 7.20.
 Bimonthly PM completed . BIS 12.30. ",912
2023-09-14 08:20:00,EL155,919364,ELE: EL155 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-09-14 15:00:00,2023-09-14 12:15:00,,Phone,EE-MANOUT,2023-09-14 08:54:00,CL,"
E&em gonzalez and e&eh Villegas arrived at 730 here for bimonthly pm	
Created: 09/14/2023 08:20
Gonzalez, Rafael (1262341)
OOS 820	
Created: 09/14/2023 08:21
Gonzalez, Rafael (1262341) WO # 7751169
Completed bi-monthly pm BIS 1215
 ",918
2023-09-14 13:40:00,EL165,919466,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service as reported by S/S Inoa,BRP,Closed,,REPAIR,Repair,2023-09-14 22:00:00,2023-09-14 21:00:00,,Phone,EE-MANOUT,2023-09-14 13:46:00,CL,,902
2023-09-14 14:50:00,EL251,919475,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This Escalator is out service reported by MS1 Panetta pass# 676024,BRP,Closed,,REPAIR,Repair,2023-09-14 22:00:00,2023-09-14 17:00:00,,Phone,EE-MANOUT,2023-09-14 14:51:00,CL,,958
2023-09-16 08:20:00,EL350,920396,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,This elevator is out of service for repair after Entrapment,LTR,Closed,,REPAIR,Repair,2023-09-27 23:00:00,2023-09-23 18:30:00,,Phone,EE-MANOUT,2023-09-16 08:23:00,CL,"unable to update on WO comment,  updated below
Replaced
car doors hanger rollers and adjusted car doors. Adjusted release rollers
assemblies at all three levels. Found door operator belt almost out of
intermediate pulley groove. Motor pulley and intermediate pulley are
misaligned. Aligned pulleys. On test run no matter what call was given elevator
runs to the top level and not open doors. Further troubleshooting requires.
Notified MS1 Ilia. LOTO/LOOS. Signs updated to 09/23/23 WO#7973162 E&ES Valitov and TEA Rahman arrived at 0815
to El350.
Created: 09/22/2023 08:43
Fan, Bo Jun (1097458)
EEM Gassan, Naumov, Konovalov arrived at 9:30 am for door operator replacement
Created: 09/22/2023 09:46
Gassan, Iouri (1252920)
E&EMs Gassan, Konovalov, Naumov are in process of assisting to E&ES Valitov to troubleshoot leveling issue.
Created: 09/22/2023 10:57
Naumov, Dmitrii (1268867)
E&ES Valitov and TEA Rahman arrived at 0815. Checked selector device and adjusted cams according to manual. Test ran machine found valve body needs to be adjusted. Equalized pistons. CCR team will continue working on car door operator replacement.
Created: 09/22/2023 13:51
Rahman, Hanifa (1269518)
Also during troubleshooting found upper landing door not opening because upper normal limit switch is tripping adjusted up normal switch 1 inch higher from original place.
Created: 09/22/2023 13:57
Rahman, Hanifa (1269518)
Disconnected and removed old door operator and arms. In process of mounting new door operator.
Created: 09/22/2023 15:43
Naumov, Dmitrii (1268867) (email) E&EM Naumov: Installed,
aligned and secure new door operator. Installed new crank arms, connecting
links, aluminum drive arm. Notified MS1 Ilia. LOTO/LOOS for continue repair.  E&ES Valitov and TEA Rahman arrived at 0810
to El 350.  E&EMs
Gassan, Naumov, Konovalov, Rybakov, Babenko arrived @08:00 to continue door
operator conversion. Installed
new clutch, new gate switch box with contact. Installed new greenfield and
wires from gate switch to door operator. Provide new liquid tight from junction
box to door operator. Connected door operator wires. In process of adjusting
clutch and release roller assemblies at all three levels. taken from WO# 7973162


Adjusted clutch and release roller assemblies at all three levels. Adjusted door operator cams and changed parameters with parameter unit from S/O to C/O. Adjusted valve body. Replaced alarm bell and provide power. Now alarm bell works. Cleaned work area. Loaded old parts to the truck. Test run, monitor. BIS @18:30
 ",913
2023-09-17 07:14:00,EL251,920626,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by MS1 Chan # 144704,BRP,Closed,,REPAIR,Repair,2023-09-18 06:00:00,2023-09-18 01:25:00,,Phone,EE-MANOUT,2023-09-17 07:15:00,CL,,958
2023-09-18 12:40:00,EL251,921022,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by S/S Bradey,BRP,Closed,,REPAIR,Repair,2023-09-18 22:00:00,2023-09-18 18:30:00,,Phone,EE-MANOUT,2023-09-18 12:42:00,CL,,958
